web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien-src
"1772356235-1","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bœufs","350 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_2694719_uploaded_image1_1602688985.jpg"
"1772356235-2","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Vaches laitières","2 000 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_2687649_uploaded_image1_1602441772.jpg"
"1772356235-3","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chèvre Bouc de race","200 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_2675855_uploaded_image1_1601992602.jpg"
"1772356235-4","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bouc chèvre","100 000CFA","location_onDiamniadio, Sénégal","https://images.coinafrique.com/thumb_2673741_uploaded_image2_1601909107.jpeg"
"1772356235-5","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Paon bleu","225 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2663712_uploaded_image1_1601554766.jpg"
"1772356235-6","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chatons","Prix sur demande","location_onGorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2637004_uploaded_image1_1600508302.jpg"
"1772356235-7","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oie","100 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_2630503_uploaded_image1_1600266971.jpg"
"1772356235-8","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oiseau Maknol","Prix sur demande","location_onKaffrine, Sénégal","https://images.coinafrique.com/thumb_2583338_uploaded_image1_1598650419.jpg"
"1772356235-9","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies","80 000CFA","location_onDiourbel, Sénégal","https://images.coinafrique.com/thumb_2550824_uploaded_image1_1597673774.jpg"
"1772356235-10","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Vaches hollandaises","Prix sur demande","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_2434087_uploaded_image1_1594647765.jpg"
"1772356235-11","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Géniteur hollandais Holstein","1 200 000CFA","location_onMboro, Sénégal","https://images.coinafrique.com/thumb_2430101_uploaded_image1_1594560513.jpg"
"1772356235-12","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Dindes","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_2421638_uploaded_image1_1594369039.jpg"
"1772356235-13","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Souris blanc","Prix sur demande","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2407511_uploaded_image1_1594131854.jpg"
"1772356235-14","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Couples Paons","250 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_2394305_uploaded_image2_1593898972.jpeg"
"1772356235-15","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chat blanc turc","150 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2388043_uploaded_image1_1593787521.jpg"
"1772356235-16","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Dinde","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2351112_uploaded_image1_1593181120.jpg"
"1772356235-17","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Kittens / chatons","90 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2319268_uploaded_image1_1592689460.jpg"
"1772356235-18","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2296024_uploaded_image1_1592332889.jpg"
"1772356235-19","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies","130 000CFA","location_onMedina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2281845_uploaded_image1_1592124037.jpg"
"1772356235-20","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Vache","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2276153_uploaded_image1_1592008517.jpg"
"1772356235-21","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies","1 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2275120_uploaded_image1_1591990153.jpg"
"1772356235-22","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Taureau Nélore","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2251055_uploaded_image1_1591656431.jpg"
"1772356235-23","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chaton york chocolat","150 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2240976_uploaded_image1_1591487576.jpg"
"1772356235-24","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Boeufs","600 000CFA","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_2239779_uploaded_image1_1591466346.jpg"
"1772356235-25","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Poussins brahman et cochin","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_2230369_uploaded_image1_1591316836.jpg"
"1772356235-26","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Boeufs","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_2161624_uploaded_image1_1590236359.jpg"
"1772356235-27","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bœuf élevage","750 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2147334_uploaded_image1_1590007941.jpg"
"1772356235-28","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Boeuf","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2101700_uploaded_image1_1589308300.jpg"
"1772356235-29","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Boeuf","Prix sur demande","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2088141_uploaded_image1_1589099089.jpg"
"1772356235-30","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chèvre Race Boer","650 000CFA","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2061898_uploaded_image1_1588694077.jpg"
"1772356235-31","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chaton persan blanc","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2052355_uploaded_image1_1588568181.jpg"
"1772356235-32","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chaton persan chinchilla","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2025374_uploaded_image1_1588119661.jpg"
"1772356235-33","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Boeuf","475CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998573_uploaded_image1_1587685670.89.jpeg"
"1772356235-34","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chaton","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1962491_uploaded_image1_1587134135.76.jpeg"
"1772356235-35","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bœufs","Prix sur demande","location_onDiourbel, Sénégal","https://images.coinafrique.com/thumb_1954085_uploaded_image1_1587026162.65.jpeg"
"1772356235-36","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Vaches","Prix sur demande","location_onDiourbel, Sénégal","https://images.coinafrique.com/thumb_1935629_uploaded_image1_1586731094.02.png"
"1772356235-37","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chaton Persan","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1935403_uploaded_image1_1586726495.69.png"
"1772356235-38","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1934309_uploaded_image1_1586712626.03.png"
"1772356235-39","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chat Siamois","Prix sur demande","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1899735_uploaded_image1_1586139854.78.png"
"1772356235-40","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Dindon rouge","30 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890125_uploaded_image1_1585933665.81.png"
"1772356235-41","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chat siamois","350 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1825906_uploaded_image2_1584739800.55.png"
"1772356235-42","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bœuf","600 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_1606230_uploaded_image1_1581008311.59.png"
"1772356235-43","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Boeufs","750 000CFA","location_onTambacounda, Sénégal","https://images.coinafrique.com/thumb_1544433_uploaded_image1_1580089804.86.png"
"1772356235-44","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Couple de chèvre","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1521675_uploaded_image1_1579700066.65.png"
"1772356235-45","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Vaches","275 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_1500655_uploaded_image1_1579358078.9.png"
"1772356235-46","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bœuf","700 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_1495773_uploaded_image1_1579276951.77.png"
"1772356235-47","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Dindes - canards et colverts","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1490889_uploaded_image1_1579188174.8.png"
"1772356235-48","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Biscuit en poudre pour betail","4 000CFA","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_1459836_uploaded_image1_1578670978.71.png"
"1772356235-49","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1453837_uploaded_image1_1578583493.67.png"
"1772356235-50","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1453830_uploaded_image1_1578583361.91.png"
"1772356235-51","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1441558_uploaded_image1_1578406878.24.png"
"1772356235-52","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies toulouse","Prix sur demande","location_onFass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1428089_uploaded_image1_1578172839.3.png"
"1772356235-53","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Cheval","400 000CFA","location_onFatick, Sénégal","https://images.coinafrique.com/thumb_1421206_uploaded_image2_1578050744.82.png"
"1772356235-54","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Cheval","400 000CFA","location_onFatick, Sénégal","https://images.coinafrique.com/thumb_1421196_uploaded_image1_1578050637.48.png"
"1772356235-55","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies de guinée","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_1417652_uploaded_image1_1577968881.34.png"
"1772356235-56","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1395711_uploaded_image1_1577438640.7.png"
"1772356235-57","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1395598_uploaded_image1_1577437294.33.png"
"1772356235-58","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oiseaux exotiques","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1393968_uploaded_image1_1577393598.45.png"
"1772356235-59","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1389654_uploaded_image1_1577304861.89.png"
"1772356235-60","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Cailles","12 000CFA","location_onMermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1376905_uploaded_image1_1577034747.91.png"
"1772356235-61","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies","Prix sur demande","location_onFass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1322739_uploaded_image1_1576006817.07.png"
"1772356235-62","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies","60 000CFA","location_onFass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1311792_uploaded_image1_1575817543.97.png"
"1772356235-63","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Paon bleu","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1310387_uploaded_image1_1575790267.47.png"
"1772356235-64","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bœufs","350 000CFA","location_onSénégal","https://images.coinafrique.com/thumb_1198114_uploaded_image1_1573729988.56.png"
"1772356235-65","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Boeuf","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_1129419_uploaded_image1_1572391697.86.png"
"1772356235-66","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Mouton ladoum pure sang","Prix sur demande","location_onSénégal","https://images.coinafrique.com/thumb_1011139_uploaded_image1_1569950027.26.png"
"1772356235-67","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Oies  bourbonaises","50 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_990474_uploaded_image1_1569491306.15.png"
"1772356235-68","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Caille","1 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_931708_uploaded_image1_1568194736.45.png"
"1772356235-69","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Verrat de race Large white","200 000CFA","location_onSénégal","https://images.coinafrique.com/thumb_929881_uploaded_image1_1568141260.81.png"
"1772356235-70","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Chèvre Balami","200 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_917895_uploaded_image1_1567801722.96.png"
"1772356235-71","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Bœuf","400 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_885779_uploaded_image2_1566997623.56.png"
"1772356235-72","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Poisson d'aquarium","35 000CFA","location_onSénégal","https://images.coinafrique.com/thumb_863425_uploaded_image1_1566425287.55.png"
"1772356235-73","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onSénégal","https://images.coinafrique.com/thumb_845280_uploaded_image1_1565952077.54.png"
"1772356235-74","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Carpe Koï Japonaise ( Aquarium)","50 000CFA","location_onDakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_827220_uploaded_image1_1565349629.12.png"
"1772356235-75","https://sn.coinafrique.com/categorie/autres-animaux?page=6","Perruches","Prix sur demande","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_751123_uploaded_image1_1563297186.25.png"
"1772356239-76","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Perruches","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395087_uploaded_image3_1634734337.jpeg"
"1772356239-77","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Trio de paon bleu","450 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3389732_uploaded_image1_1634436997.jpg"
"1772356239-78","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Paon bleu adulte","300 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_3372722_uploaded_image1_1633568000.jpg"
"1772356239-79","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Cailles","1 500CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3371486_uploaded_image1_1633522085.jpg"
"1772356239-80","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœuf","500 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3369906_uploaded_image1_1633454163.jpg"
"1772356239-81","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Couple hermine","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3369362_uploaded_image1_1633438173.jpg"
"1772356239-82","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Caille","2 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3360468_uploaded_image1_1633037043.jpg"
"1772356239-83","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Autruchon","300 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357168_uploaded_image1_1632871377.jpg"
"1772356239-84","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Veaux","250 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1772356239-85","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Taureaux Holstein","2 500 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3348822_uploaded_image1_1632352988.jpg"
"1772356239-86","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Géniteur Holstein","2 200 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3348819_uploaded_image1_1632352628.jpg"
"1772356239-87","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Carpe Koï","100 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3345713_uploaded_image1_1632222841.jpg"
"1772356239-88","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chaton","40 000CFA","location_onAlmadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3341213_uploaded_image1_1631968364.jpg"
"1772356239-89","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Perruches","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336754_uploaded_image1_1631736919.jpg"
"1772356239-90","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Veaux","250 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3335012_uploaded_image1_1631654129.jpg"
"1772356239-91","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœuf","1 200 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3330908_uploaded_image1_1631459213.jpg"
"1772356239-92","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Perruche","24 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3321530_uploaded_image1_1631021949.jpg"
"1772356239-93","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Cailleteaux","400CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319946_uploaded_image1_1630948417.jpg"
"1772356239-94","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Caille","2 500CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319937_uploaded_image1_1630948254.jpg"
"1772356239-95","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Veaux","Prix sur demande","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3318063_uploaded_image1_1630865928.jpg"
"1772356239-96","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Oie guinéen","100 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3316816_uploaded_image1_1630785391.jpg"
"1772356239-97","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Oie gardien","90 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3316810_uploaded_image1_1630785291.jpg"
"1772356239-98","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chèvre mâle","Prix sur demande","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3315646_uploaded_image1_1630745395.jpg"
"1772356239-99","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Vache","600 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_3287171_uploaded_image1_1629317948.jpg"
"1772356239-100","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Vache","600 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_3287170_uploaded_image1_1629317800.jpg"
"1772356239-101","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Oies adultes","130 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3273490_uploaded_image1_1628621055.jpg"
"1772356239-102","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Taureau","450 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3271377_uploaded_image1_1628524523.jpg"
"1772356239-103","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Taureau","740 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269989_uploaded_image1_1628451897.jpg"
"1772356239-104","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Taureau","740 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3263210_uploaded_image1_1628122860.jpg"
"1772356239-105","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Poisson aquarium","12 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3256827_uploaded_image1_1627902901.jpg"
"1772356239-106","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chaton","Prix sur demande","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3254310_uploaded_image1_1627784670.jpg"
"1772356239-107","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœufs","740 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3253864_uploaded_image1_1627751756.jpg"
"1772356239-108","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Perruche ondulée","15 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243586_uploaded_image1_1627157324.jpg"
