web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien-src
"1772356244-218","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Poussin caille","500CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3576048_uploaded_image1_1645409801.jpg"
"1772356244-219","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dinde mâle","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3575899_uploaded_image1_1645394898.jpg"
"1772356244-220","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Poussins  d’oies","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3569402_uploaded_image1_1644969388.jpg"
"1772356244-221","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","500 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_3569117_uploaded_image1_1644951974.jpg"
"1772356244-222","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","900 000CFA","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_3544114_uploaded_image1_1643467299.jpg"
"1772356244-223","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Jeune cheval","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1772356244-224","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamsters","15 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3525591_uploaded_image1_1642246209.jpg"
"1772356244-225","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bouc Espagnol","150 000CFA","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_3523752_uploaded_image1_1642113362.jpg"
"1772356244-226","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","45 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1772356244-227","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","45 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3520078_uploaded_image1_1641925243.jpg"
"1772356244-228","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","45 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3520065_uploaded_image1_1641924846.jpg"
"1772356244-229","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3515231_uploaded_image1_1641645085.jpg"
"1772356244-230","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chat persan chinchilla","Prix sur demande","location_onFann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3515163_uploaded_image1_1641642618.jpg"
"1772356244-231","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","300 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3509381_uploaded_image1_1641354659.jpg"
"1772356244-232","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster","15 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502571_uploaded_image1_1640864798.jpg"
"1772356244-233","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon","350 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3500261_uploaded_image1_1640699224.jpg"
"1772356244-234","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3496368_uploaded_image2_1640341893.jpeg"
"1772356244-235","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","900 000CFA","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_3492877_uploaded_image1_1640096405.jpg"
"1772356244-236","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dindes","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474757_uploaded_image2_1638966967.jpeg"
"1772356244-237","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton siamois","Prix sur demande","location_onGrand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3450631_uploaded_image1_1637664547.jpg"
"1772356244-238","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","Prix sur demande","location_onLouga, Sénégal","https://images.coinafrique.com/thumb_3448056_uploaded_image1_1637499860.jpg"
"1772356244-239","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple dinde rouge","90 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3425196_uploaded_image1_1636231334.jpg"
"1772356244-240","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Canards","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_3422543_uploaded_image1_1636113502.jpg"
"1772356244-241","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paire d'oie","100 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_3418166_uploaded_image1_1635935843.jpg"
"1772356244-242","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","450 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_3413662_uploaded_image1_1635765247.jpg"
"1772356244-243","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","2 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1772356249-244","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","location_onNgor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608863_uploaded_image1_1708712110.jpg"
"1772356249-245","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Siamois Hymalayen","240 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4593854_uploaded_image1_1707927839.jpg"
"1772356249-246","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4592914_uploaded_image1_1707885493.jpg"
"1772356249-247","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Scottish Fold","750 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4571582_uploaded_image1_1706729320.jpg"
"1772356249-248","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet youyou","10 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4570755_uploaded_image2_1706701706.jpeg"
"1772356249-249","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4569529_uploaded_image1_1706630955.jpg"
"1772356249-250","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","600 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4568012_uploaded_image1_1706543950.jpg"
"1772356249-251","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons d'inde","20 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4555313_uploaded_image1_1705776199.jpg"
"1772356249-252","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Scotish Fold","750 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1772356249-253","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4540876_uploaded_image1_1705028116.jpg"
"1772356249-254","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","Prix sur demande","location_onDiamalaye 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4534540_uploaded_image1_1704746080.jpg"
"1772356249-255","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","7 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4534116_uploaded_image2_1704727054.jpeg"
"1772356249-256","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons Serval","1 500 000CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_4517799_uploaded_image1_1703777941.jpg"
"1772356249-257","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple dinde","40 000CFA","location_onKolda, Sénégal","https://images.coinafrique.com/thumb_4506000_uploaded_image1_1702997150.jpg"
"1772356249-258","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","20 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4503064_uploaded_image1_1702806770.jpg"
"1772356249-259","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","20 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4503058_uploaded_image1_1702806558.jpg"
"1772356249-260","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintade","75 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4465594_uploaded_image1_1700505532.jpg"
"1772356249-261","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche Anglaise","40 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456172_uploaded_image1_1699885668.jpg"
"1772356249-262","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","15 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456156_uploaded_image1_1699884359.jpg"
"1772356249-263","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","1 500CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4454743_uploaded_image1_1699793813.jpg"
"1772356249-264","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche ondulée","7 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4452994_uploaded_image1_1699659802.jpg"
"1772356249-265","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","250 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4451044_uploaded_image1_1699554808.jpg"
"1772356249-266","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","65 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4435457_uploaded_image1_1698661056.jpg"
"1772356249-267","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintade","7 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4412768_uploaded_image1_1697036744.jpg"
"1772356249-268","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","50 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4411374_uploaded_image1_1696959883.jpg"
"1772356249-269","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de Toulouse","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4409000_uploaded_image1_1696840958.jpg"
"1772356249-270","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","30 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408804_uploaded_image1_1696809535.jpg"
"1772356249-271","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintades","40 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408799_uploaded_image1_1696809191.jpg"
"1772356249-272","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veaux","450 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_4407653_uploaded_image1_1696730126.jpg"
"1772356249-273","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre","80 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg"
"1772356249-274","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat Persan","650 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4386249_uploaded_image1_1695340690.jpg"
"1772356249-275","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde rouge pair","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4381112_uploaded_image1_1695035479.jpg"
"1772356249-276","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","450 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4379382_uploaded_image1_1694875556.jpg"
"1772356249-277","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","location_onOuest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4365267_uploaded_image1_1694000653.jpg"
"1772356249-278","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taureau","320 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4335558_uploaded_image1_1692061499.jpg"
"1772356249-279","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Gimalayen Siamois","250 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4333502_uploaded_image1_1691932427.jpg"
"1772356249-280","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4331659_uploaded_image1_1691773285.jpg"
"1772356249-281","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquets","60 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4331654_uploaded_image1_1691772808.jpg"
"1772356249-282","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles de chair","500CFA","location_onColobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4327166_uploaded_image1_1691508551.jpg"
"1772356249-283","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins d'autruche","50 000CFA","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_4292496_uploaded_image1_1689236421.jpg"
"1772356249-284","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4290090_uploaded_image1_1689085062.jpg"
"1772356249-285","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4290086_uploaded_image1_1689084975.jpg"
"1772356249-286","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard","30 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4251761_uploaded_image1_1686479149.jpg"
"1772356249-287","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Autruche","40 000CFA","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_4274068_uploaded_image1_1688027259.jpg"
"1772356249-288","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons persans chinchilla golden shaded","500 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268926_uploaded_image1_1687601650.jpg"
"1772356249-289","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla blue golden shaded","650 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268866_uploaded_image1_1687597344.jpg"
"1772356249-290","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla golden shaded","500 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268857_uploaded_image1_1687596952.jpg"
"1772356249-291","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","location_onDieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4268218_uploaded_image1_1687536623.jpg"
"1772356249-292","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","45 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4263743_uploaded_image1_1687283716.jpg"
"1772356249-293","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquariums","7 500CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4258053_uploaded_image1_1686843939.jpg"
"1772356249-294","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","location_onOuest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4254477_uploaded_image1_1686653757.jpg"
"1772356249-295","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","Prix sur demande","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4250701_uploaded_image1_1686389684.jpg"
"1772356249-296","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche","30 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4236158_uploaded_image1_1685471000.jpg"
"1772356249-297","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","400CFA","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_4226444_uploaded_image1_1684797786.jpg"
"1772356249-298","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins bleus hollandais","1 500CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4223952_uploaded_image1_1684611180.jpg"
"1772356249-299","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Siamois Himalayen","275 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4215680_uploaded_image1_1684074328.jpg"
"1772356249-300","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","15 000CFA","location_onDakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4213007_uploaded_image1_1683888858.jpg"
"1772356249-301","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","7 000CFA","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_4208226_uploaded_image1_1683592423.jpg"
"1772356249-302","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","600 000CFA","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_4196106_uploaded_image1_1682881461.jpg"
"1772356249-303","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","30 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1772356249-304","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4185842_uploaded_image1_1682102205.jpg"
"1772356249-305","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple de perruches","14 900CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4180902_uploaded_image1_1681767382.jpg"
"1772356249-306","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton siamois","240 000CFA","location_onSacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180282_uploaded_image1_1681738114.jpg"
"1772356249-307","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","45 000CFA","location_onTouba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1772356249-308","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1772356249-309","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169870_uploaded_image1_1681057188.jpg"
"1772356249-310","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster doré","Prix sur demande","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169247_uploaded_image1_1680993460.jpg"
"1772356249-311","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4141464_uploaded_image1_1679320795.jpg"
"1772356249-312","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard colvert","32 500CFA","location_onAlmadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4141195_uploaded_image1_1679311407.jpg"
"1772356249-313","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatte persane himalayenne","200 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4140736_uploaded_image1_1679260998.jpg"
"1772356249-314","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","35 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4119270_uploaded_image2_1677889884.jpeg"
"1772356249-315","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster dorée","15 000CFA","location_onSacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4110101_uploaded_image1_1677403384.jpg"
"1772356249-316","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre sahelienne","180 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_4103018_uploaded_image1_1676929679.jpg"
"1772356249-317","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chats siamois himalayen","300 000CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4102440_uploaded_image1_1676904996.jpg"
"1772356249-318","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton angora","180 000CFA","location_onFann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1772356249-319","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4092862_uploaded_image1_1676283623.jpg"
"1772356249-320","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","600 000CFA","location_onBambey, Sénégal","https://images.coinafrique.com/thumb_4090572_uploaded_image1_1676111755.jpg"
"1772356249-321","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","65 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4064457_uploaded_image1_1674641302.jpg"
"1772356249-322","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4060300_uploaded_image1_1674362008.jpg"
"1772356249-323","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canards","20 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4056116_uploaded_image1_1674103896.jpg"
"1772356249-324","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindons","175 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4056115_uploaded_image1_1674103633.jpg"
"1772356249-325","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","7 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4049517_uploaded_image1_1673696813.jpg"
"1772356249-326","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4047285_uploaded_image1_1673554118.jpg"
"1772356249-327","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de garde","200 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_4033376_uploaded_image1_1672817271.jpg"
